"county","state","income","age"
"Spotsylvania County","Virginia","78345","36.5"
"Stafford County","Virginia","97110","34.6"
"Surry County","Virginia","47292","45.2"
"Sussex County","Virginia","39635","40.7"
"Tazewell County","Virginia","35693","43.5"
"Warren County","Virginia","61610","40.1"
"Washington County","Virginia","41897","43.5"
"Westmoreland County","Virginia","49157","46.8"
"Wise County","Virginia","36218","39.6"
"Wythe County","Virginia","41275","43.2"
"York County","Virginia","82073","39.5"
"Alexandria city","Virginia","85706","35.7"
"Bedford city","Virginia","35593","46.5"
"Bristol city","Virginia","32221","41.7"
"Buena Vista city","Virginia","36591","37.6"
"Charlottesville city","Virginia","44601","28.5"
"Chesapeake city","Virginia","69743","36.6"
"Colonial Heights city","Virginia","50835","41.1"
"Covington city","Virginia","34319","44.3"
"Danville city","Virginia","30786","42.4"
"Emporia city","Virginia","32155","42.6"
"Fairfax city","Virginia","97242","39.4"
"Falls Church city","Virginia","120000","37"
"Franklin city","Virginia","31928","39.9"
"Fredericksburg city","Virginia","47040","28.8"
"Galax city","Virginia","30325","43.1"
"Hampton city","Virginia","50705","35.5"
"Harrisonburg city","Virginia","38048","22.9"
"Hopewell city","Virginia","37933","36.2"
"Lexington city","Virginia","36505","21.6"
"Lynchburg city","Virginia","38138","29.5"
"Manassas city","Virginia","71036","32.4"
"Manassas Park city","Virginia","71227","32.3"
"Martinsville city","Virginia","28116","43.5"
"Newport News city","Virginia","51027","32.5"
"Norfolk city","Virginia","44747","29.8"
"Norton city","Virginia","39416","40.1"
"Petersburg city","Virginia","34424","39.5"
"Poquoson city","Virginia","81892","43.6"
"Portsmouth city","Virginia","46166","35.2"
"Radford city","Virginia","30714","22.1"
"Richmond city","Virginia","40496","32.6"
"Roanoke city","Virginia","38145","38.2"
"Salem city","Virginia","48733","40.1"
"Staunton city","Virginia","38501","42.3"
"Suffolk city","Virginia","66085","38.1"
"Virginia Beach city","Virginia","65219","34.9"
"Waynesboro city","Virginia","44847","38.7"
"Williamsburg city","Virginia","48616","24"
"Winchester city","Virginia","44200","35.6"
"Adams County","Washington","43926","29"
"Asotin County","Washington","43175","43.6"
"Benton County","Washington","60485","35.5"
"Chelan County","Washington","51354","39.4"
"Clallam County","Washington","46033","49.4"
"Clark County","Washington","58225","37"
"Columbia County","Washington","42519","49.2"
"Cowlitz County","Washington","47596","40.5"
"Douglas County","Washington","51908","36.8"
"Ferry County","Washington","37571","47"
"Franklin County","Washington","55177","28.7"
"Garfield County","Washington","51548","52.3"
"Grant County","Washington","45949","32"
"Grays Harbor County","Washington","42405","42.2"
"Island County","Washington","58455","43.7"
"Jefferson County","Washington","46320","54.3"
"King County","Washington","71811","37.1"
"Kitsap County","Washington","62413","39.3"
"Kittitas County","Washington","42982","32.7"
"Klickitat County","Washington","41694","44.4"
"Lewis County","Washington","42860","42.2"
"Lincoln County","Washington","47195","48"
"Mason County","Washington","48755","44.7"
"Okanogan County","Washington","40368","42.2"
"Pacific County","Washington","39830","50.9"
"Pend Oreille County","Washington","40567","48.3"
"Pierce County","Washington","59204","35.8"
"San Juan County","Washington","53376","53.3"
"Skagit County","Washington","55925","40.4"
"Skamania County","Washington","53712","44.9"
"Snohomish County","Washington","68381","37.3"
"Spokane County","Washington","49233","36.9"
"Stevens County","Washington","41742","45.4"
"Thurston County","Washington","62229","38.2"
"Wahkiakum County","Washington","41815","50.3"
"Walla Walla County","Washington","46597","37"
"Whatcom County","Washington","51939","36.5"
"Whitman County","Washington","36257","24"
"Yakima County","Washington","43506","32.3"
"Barbour County","West Virginia","37327","41"
"Berkeley County","West Virginia","53515","38.1"
"Boone County","West Virginia","42156","41.6"
"Braxton County","West Virginia","31848","43.7"
"Brooke County","West Virginia","42493","45.2"
"Cabell County","West Virginia","38374","38.7"
"Calhoun County","West Virginia","31679","45.8"
"Clay County","West Virginia","31613","42.2"
"Doddridge County","West Virginia","34817","43.2"
"Fayette County","West Virginia","33771","42.9"
"Gilmer County","West Virginia","38442","38"
"Grant County","West Virginia","41368","44.7"
"Greenbrier County","West Virginia","37895","44.9"
"Hampshire County","West Virginia","27766","43.4"
"Hancock County","West Virginia","38522","45.1"
"Hardy County","West Virginia","32723","43.3"
"Harrison County","West Virginia","43183","41.6"
"Jackson County","West Virginia","40376","42"
"Jefferson County","West Virginia","65304","39.2"
"Kanawha County","West Virginia","46085","42.3"
"Lewis County","West Virginia","36199","44"
"Lincoln County","West Virginia","35487","41.7"
"Logan County","West Virginia","36999","42.6"
"McDowell County","West Virginia","22252","43.8"
"Marion County","West Virginia","42152","41.4"
"Marshall County","West Virginia","40681","44.2"
"Mason County","West Virginia","38411","42.5"
"Mercer County","West Virginia","34842","42.1"
"Mineral County","West Virginia","31163","42.5"
"Mingo County","West Virginia","35955","41.5"
"Monongalia County","West Virginia","44173","29.6"
"Monroe County","West Virginia","41234","45.8"
"Morgan County","West Virginia","36046","45.5"
"Nicholas County","West Virginia","40064","44.1"
"Ohio County","West Virginia","41025","43.3"
"Pendleton County","West Virginia","34175","48.3"
"Pleasants County","West Virginia","41859","42.8"
"Pocahontas County","West Virginia","33779","47.8"
"Preston County","West Virginia","45413","42.2"
"Putnam County","West Virginia","54854","41.7"
"Raleigh County","West Virginia","40758","40.8"
"Randolph County","West Virginia","37276","43.5"
"Ritchie County","West Virginia","35769","44.7"
"Roane County","West Virginia","28513","43"
"Summers County","West Virginia","33784","45.4"
"Taylor County","West Virginia","39536","43"
"Tucker County","West Virginia","37635","46.9"
"Tyler County","West Virginia","39206","45.4"
"Upshur County","West Virginia","39381","41.3"
"Wayne County","West Virginia","36964","42.1"
"Webster County","West Virginia","27645","45.1"
"Wetzel County","West Virginia","37969","45.3"
"Wirt County","West Virginia","34702","44.7"
"Wood County","West Virginia","42287","42.1"
"Wyoming County","West Virginia","34454","42.4"
"Adams County","Wisconsin","44897","50"
"Ashland County","Wisconsin","38550","41"
"Barron County","Wisconsin","44054","43.3"
"Bayfield County","Wisconsin","44944","50"
"Brown County","Wisconsin","53119","36.4"
"Buffalo County","Wisconsin","47384","44.4"
"Burnett County","Wisconsin","39564","49.9"
"Calumet County","Wisconsin","65130","38.6"
"Chippewa County","Wisconsin","50551","40.4"
"Clark County","Wisconsin","43276","37"
"Columbia County","Wisconsin","57922","41.7"
"Crawford County","Wisconsin","42235","45"
"Dane County","Wisconsin","61721","34.5"
"Dodge County","Wisconsin","53075","41"
"Door County","Wisconsin","50438","50.2"
"Douglas County","Wisconsin","45418","40"
"Dunn County","Wisconsin","48893","33.7"
"Eau Claire County","Wisconsin","48090","33.5"
"Florence County","Wisconsin","47960","49.1"
"Fond du Lac County","Wisconsin","53820","40.5"
"Forest County","Wisconsin","39963","44.7"
"Grant County","Wisconsin","46963","36.5"
"Green County","Wisconsin","55584","41.8"
"Green Lake County","Wisconsin","46994","44.8"
"Iowa County","Wisconsin","55659","41.9"
"Iron County","Wisconsin","39051","51.5"
"Jackson County","Wisconsin","44149","42.4"
"Jefferson County","Wisconsin","53454","38.6"
"Juneau County","Wisconsin","45297","43.7"
"Kenosha County","Wisconsin","54930","36.8"
"Kewaunee County","Wisconsin","53588","42.5"
"La Crosse County","Wisconsin","51339","35.4"
"Lafayette County","Wisconsin","49107","41.4"
"Langlade County","Wisconsin","42389","46.4"
"Lincoln County","Wisconsin","49021","45.3"
"Manitowoc County","Wisconsin","48881","43.6"
"Marathon County","Wisconsin","53363","39.8"
"Marinette County","Wisconsin","40490","46.3"
"Marquette County","Wisconsin","46077","47.7"
"Menominee County","Wisconsin","33333","33.7"
"Milwaukee County","Wisconsin","43193","33.8"
"Monroe County","Wisconsin","49774","39"
"Oconto County","Wisconsin","51615","44.5"
"Oneida County","Wisconsin","45759","48.7"
"Outagamie County","Wisconsin","58318","37.6"
"Ozaukee County","Wisconsin","75457","43.4"
"Pepin County","Wisconsin","47701","44.3"
"Pierce County","Wisconsin","59226","34.9"
"Polk County","Wisconsin","48538","43.2"
"Portage County","Wisconsin","50996","35.9"
"Price County","Wisconsin","42644","49.2"
"Racine County","Wisconsin","54090","39.3"
"Richland County","Wisconsin","45271","43.3"
"Rock County","Wisconsin","49435","38.6"
"Rusk County","Wisconsin","38658","46.7"
"St. Croix County","Wisconsin","68426","37.1"
"Sauk County","Wisconsin","52140","40.1"
"Sawyer County","Wisconsin","39904","47.8"
"Shawano County","Wisconsin","46559","43.7"
"Sheboygan County","Wisconsin","52920","40.7"
"Taylor County","Wisconsin","44869","42.3"
"Trempealeau County","Wisconsin","49143","40.9"
"Vernon County","Wisconsin","45488","41.7"
"Vilas County","Wisconsin","40833","51.4"
"Walworth County","Wisconsin","54020","38.3"
"Washburn County","Wisconsin","41924","48.1"
"Washington County","Wisconsin","66159","41.2"
"Waukesha County","Wisconsin","75850","42.4"
"Waupaca County","Wisconsin","50822","43.9"
"Waushara County","Wisconsin","43070","46.7"
"Winnebago County","Wisconsin","51010","37.7"
"Wood County","Wisconsin","47685","43.1"
"Albany County","Wyoming","42774","27"
"Big Horn County","Wyoming","52589","41.5"
"Campbell County","Wyoming","79488","32.1"
"Carbon County","Wyoming","55347","39.2"
"Converse County","Wyoming","63918","39.8"
"Crook County","Wyoming","53237","44.1"
"Fremont County","Wyoming","50418","38.2"
"Goshen County","Wyoming","43257","42.8"
"Hot Springs County","Wyoming","42019","48.9"
"Johnson County","Wyoming","57004","44.6"
"Laramie County","Wyoming","55864","37"
"Lincoln County","Wyoming","64205","37.4"
"Natrona County","Wyoming","57791","36.3"
"Niobrara County","Wyoming","38438","45"
"Park County","Wyoming","53951","43.1"
"Platte County","Wyoming","45512","46.7"
"Sheridan County","Wyoming","52008","42.1"
"Sublette County","Wyoming","77900","37.9"
"Sweetwater County","Wyoming","71525","33.2"
"Teton County","Wyoming","68078","37"
"Uinta County","Wyoming","58515","34.4"
"Washakie County","Wyoming","47104","42.8"
"Weston County","Wyoming","55461","41.8"
"Adjuntas Municipio","Puerto Rico","11528","36.6"
"Aguada Municipio","Puerto Rico","15665","38.6"
"Aguadilla Municipio","Puerto Rico","15847","38.3"
"Aguas Buenas Municipio","Puerto Rico","14902","36"
"Aibonito Municipio","Puerto Rico","16189","37.6"
"Añasco Municipio","Puerto Rico","16568","39.4"
"Arecibo Municipio","Puerto Rico","16977","39.3"
"Arroyo Municipio","Puerto Rico","16350","35.6"
"Barceloneta Municipio","Puerto Rico","14848","36.1"
"Barranquitas Municipio","Puerto Rico","15127","33.1"
"Bayamón Municipio","Puerto Rico","24374","38.6"
"Cabo Rojo Municipio","Puerto Rico","17228","40.1"
"Caguas Municipio","Puerto Rico","23924","37.7"
"Camuy Municipio","Puerto Rico","19527","37.9"
"Canóvanas Municipio","Puerto Rico","21588","35.9"
"Carolina Municipio","Puerto Rico","28674","38.4"
"Cataño Municipio","Puerto Rico","18977","35.6"
"Cayey Municipio","Puerto Rico","21223","38.2"
"Ceiba Municipio","Puerto Rico","19520","38.4"
"Ciales Municipio","Puerto Rico","13802","37.1"
"Cidra Municipio","Puerto Rico","24224","36.6"
"Coamo Municipio","Puerto Rico","17645","35.6"
"Comerío Municipio","Puerto Rico","12615","35.5"
"Corozal Municipio","Puerto Rico","16219","35.4"
"Culebra Municipio","Puerto Rico","16188","38.4"
"Dorado Municipio","Puerto Rico","28306","37.5"
"Fajardo Municipio","Puerto Rico","21544","37.9"
"Florida Municipio","Puerto Rico","16750","36.2"
"Guánica Municipio","Puerto Rico","13031","37.4"
"Guayama Municipio","Puerto Rico","17260","35.3"
"Guayanilla Municipio","Puerto Rico","15063","36.6"
"Guaynabo Municipio","Puerto Rico","35074","40.3"
"Gurabo Municipio","Puerto Rico","27459","36"
"Hatillo Municipio","Puerto Rico","19199","37.9"
"Hormigueros Municipio","Puerto Rico","21107","42.4"
"Humacao Municipio","Puerto Rico","20156","38.7"
"Isabela Municipio","Puerto Rico","15495","38.4"
"Jayuya Municipio","Puerto Rico","19489","33.9"
"Juana Díaz Municipio","Puerto Rico","17139","35.1"
"Juncos Municipio","Puerto Rico","18497","35"
"Lajas Municipio","Puerto Rico","13975","39.5"
"Lares Municipio","Puerto Rico","11851","38.1"
"Las Marías Municipio","Puerto Rico","15779","37.3"
"Las Piedras Municipio","Puerto Rico","18632","35.9"
"Loíza Municipio","Puerto Rico","19085","34.1"
"Luquillo Municipio","Puerto Rico","18593","38.4"
"Manatí Municipio","Puerto Rico","18046","38"
"Maricao Municipio","Puerto Rico","15104","37"
"Maunabo Municipio","Puerto Rico","18446","39.1"
"Mayagüez Municipio","Puerto Rico","15112","37.6"
"Moca Municipio","Puerto Rico","14717","35.8"
"Morovis Municipio","Puerto Rico","14797","33.8"
"Naguabo Municipio","Puerto Rico","17132","34.7"
"Naranjito Municipio","Puerto Rico","16685","35.8"
"Orocovis Municipio","Puerto Rico","14743","35.1"
"Patillas Municipio","Puerto Rico","14506","39.4"
"Peñuelas Municipio","Puerto Rico","14938","34"
"Ponce Municipio","Puerto Rico","17211","37.3"
"Quebradillas Municipio","Puerto Rico","15221","37.4"
"Rincón Municipio","Puerto Rico","15842","41.3"
"Río Grande Municipio","Puerto Rico","22947","37.3"
"Sabana Grande Municipio","Puerto Rico","16458","38.8"
"Salinas Municipio","Puerto Rico","13495","35.4"
"San Germán Municipio","Puerto Rico","15696","40.3"
"San Juan Municipio","Puerto Rico","22754","39.4"
"San Lorenzo Municipio","Puerto Rico","17743","37.3"
"San Sebastián Municipio","Puerto Rico","14463","39.7"
"Santa Isabel Municipio","Puerto Rico","18033","34.3"
"Toa Alta Municipio","Puerto Rico","28255","34.8"
"Toa Baja Municipio","Puerto Rico","23934","36.3"
"Trujillo Alto Municipio","Puerto Rico","31261","36.8"
"Utuado Municipio","Puerto Rico","14852","38.6"
"Vega Alta Municipio","Puerto Rico","18184","35.8"
"Vega Baja Municipio","Puerto Rico","16453","37"
"Vieques Municipio","Puerto Rico","17355","41.8"
"Villalba Municipio","Puerto Rico","16754","34.4"
"Yabucoa Municipio","Puerto Rico","17264","37.6"
"Yauco Municipio","Puerto Rico","15053","39.2"
